Top 10 in network STRING network ranked by Degree method,,
Rank,Name,Score
1,FBpp0304248,66
2,FBpp0080051,53
3,FBpp0307167,50
3,FBpp0081947,50
3,FBpp0086570,50
6,FBpp0076005,49
7,FBpp0304269,48
7,FBpp0086974,48
7,FBpp0077210,48
7,FBpp0302939,48
