Top 10 in network STRING network ranked by Degree method,,
Rank,Name,Score
1,FBpp0077453,21
2,FBpp0303878,16
3,FBpp0077410,15
3,FBpp0087352,15
3,FBpp0071571,15
6,FBpp0293597,14
6,FBpp0300963,14
6,FBpp0079060,14
9,FBpp0309123,13
10,FBpp0303629,12
